LEMMA	WORD_FORM	CHAR_NUMBER	ASPECT	DEFAULT	SYNT-WITH-ADJUNCTS
βελτιώνω	βελτιώσουμε	11	Perf	0	obj
βελτιώνω	βελτιωθεί	9	Perf	0	nsubj
βελτιώνω	βελτιώσει	9	Perf	0	obj
βελτιώνω	βελτίωσαν	9	Perf	0	nsubj_obj_obl
βελτιώνω	βελτιωθούν	10	Perf	0	obl
βελτιώνω	βελτιώσει	9	Perf	0	nsubj_obj
βελτιώνω	βελτιώσει	9	Perf	0	advmod_advmod_nsubj_obj
βελτιώνω	βελτιώσει	9	Perf	0	obj
βελτιώνω	βελτιωθούν	10	Perf	0	advmod_nsubj
βελτιώνω	βελτιώσει	9	Perf	0	obj
βελτιώνω	βελτιωθεί	9	Perf	0	advmod_nsubj
βελτιώνω	βελτιωθούν	10	Perf	0	nsubj
βελτιώνω	βελτιωθούν	10	Perf	0	nsubj
βελτιώνω	βελτιωθεί	9	Perf	0	advcl_advmod_nsubj
βελτιώνω	βελτιώσουμε	11	Perf	0	obj_obl
βελτιώνω	βελτιωθεί	9	Perf	0	advmod
βλέπω	βλέποντας	9	Imp	1	advmod_obj
βλέπω	βλέπετε	7	Imp	1	ccomp
βλέπω	βλέπουμε	8	Imp	1	advmod_advmod_obj
βλέπω	βλέπουμε	8	Imp	1	ccomp_obj_obl
βλέπω	δουν	4	Perf	0	obj_obl
βλέπω	είδαμε	6	Perf	0	obj_obl
βλέπω	δει	3	Perf	0	obj
βλέπω	είδαν	5	Perf	0	obj
βλέπω	είδαμε	6	Perf	0	advmod_ccomp_obl
βλέπω	είδαμε	6	Perf	0	advmod_obl
βλέπω	δει	3	Perf	0	nsubj_obj
βλέπω	δει	3	Perf	0	nsubj_obj
βλέπω	δει	3	Perf	0	obj
βλέπω	είδατε	6	Perf	0	advmod_obl
βλέπω	δούμε	5	Perf	0	advmod_advmod_obj
βλέπω	δει	3	Perf	0	obj_obl
βλέπω	δείτε	5	Perf	0	advmod_obj
βλέπω	δει	3	Perf	0	nsubj_obj
βοηθώ	βοηθούν	7	Imp	1	nsubj_obj_obl
βοηθώ	βοηθούν	7	Imp	1	nsubj_obl_obl
βοηθώ	βοηθήσει	8	Perf	0	ccomp_obj
βοηθώ	βοηθήσουν	9	Perf	0	obj_obl
βοηθώ	βοηθήσουν	9	Perf	0	nsubj_obl
βοηθώ	βοηθήσουμε	10	Perf	0	obj
βοηθώ	βοηθήσουμε	10	Perf	0	obj
βοηθώ	βοηθήσει	8	Perf	0	nsubj_obl
βοηθώ	βοήθησαν	8	Perf	0	ccomp_nsubj_obj
βοηθώ	βοηθήσει	8	Perf	0	ccomp
βοηθώ	βοηθήσει	8	Perf	0	obl_obl
βοηθώ	βοηθήσει	8	Perf	0	ccomp_obj
βοηθώ	βοηθήσει	8	Perf	0	obj_obl
βοηθώ	βοηθήσει	8	Perf	0	nsubj_obj
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj
βρίσκω	βρίσκονται	10	Imp	0	advmod
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj
βρίσκω	βρισκόμαστε	11	Imp	0	obl
βρίσκω	βρισκόμαστε	11	Imp	0	advmod_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod
βρίσκω	βρίσκεται	9	Imp	0	advcl_advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	advcl_nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj
βρίσκω	βρίσκεται	9	Imp	0	obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρισκόταν	9	Imp	0	advcl_advmod_nsubj
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj_obl
βρίσκω	βρίσκουν	8	Imp	0	advcl_advmod_obj
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj_obl
βρίσκω	βρισκόταν	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκει	7	Imp	0	obj
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod_advmod_advmod_nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl_obl
βρίσκω	βρισκόταν	9	Imp	0	nsubj_obl_obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρίσκει	7	Imp	0	nsubj_obj_xcomp
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκουν	8	Imp	0	nsubj_obj_obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρίσκονταν	10	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκονται	10	Imp	0	advmod_nsubj_obl
βρίσκω	βρισκόμαστε	11	Imp	0	nsubj_obl
βρίσκω	βρίσκονταν	10	Imp	0	nsubj_obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_xcomp
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl
βρίσκω	βρισκόμαστε	11	Imp	0	advmod
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj_obl_obl
βρίσκω	βρίσκονται	10	Imp	0	advmod
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	advmod_advmod_nsubj
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρίσκουν	8	Imp	0	nsubj_obj_obl
βρίσκω	βρίσκονται	10	Imp	0	nsubj_obl_obl
βρίσκω	βρίσκει	7	Imp	0	nsubj_obj_obl
βρίσκω	βρίσκω	6	Imp	0	advmod_ccomp_xcomp
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl_obl
βρίσκω	βρίσκεται	9	Imp	0	nsubj_obl
βρίσκω	βρέθηκε	7	Perf	1	obl_obl
βρίσκω	βρεθείτε	8	Perf	1	obl
βρίσκω	βρεθείτε	8	Perf	1	advmod_obl
βρίσκω	βρούμε	6	Perf	1	obj_obl
βρίσκω	βρέθηκε	7	Perf	1	nsubj_obl_obl
βρίσκω	βρέθηκαν	8	Perf	1	advcl_nsubj_obl_obl
βρίσκω	βρεθούν	7	Perf	1	obl
βρίσκω	βρεθούν	7	Perf	1	nsubj_obl_obl
βρίσκω	βρεθεί	6	Perf	1	advmod_obl
βρίσκω	βρεθούν	7	Perf	1	obl
βρίσκω	βρήκε	5	Perf	1	advmod_advmod_nsubj_obj
βρίσκω	βρήκε	5	Perf	1	advmod_nsubj_obj_xcomp
βρίσκω	βρέθηκε	7	Perf	1	nsubj_obl_obl_obl
βρίσκω	βρεθείτε	8	Perf	1	obl
βρίσκω	βρήκαν	6	Perf	1	nsubj_obj_obl
