LEMMA	WORD_FORM	CHAR_NUMBER	ASPECT	DEFAULT	SYNT-WITH-ADJUNCTS
anla	anlar	5	Imp	1	advmod_nsubj_obj
anla	anlamam	7	Imp	1	obj
anla	anlarım	7	Imp	1	obj_obl
anla	anlarsınız	10	Imp	1	advmod:emph
anla	anlar	5	Imp	1	obj
anla	anlayamaması	12	Perf	0	obj
anla	anlamadığımı	12	Perf	0	nmod:poss
anla	anlamış	7	Perf	0	nsubj
anla	anlamasını	10	Perf	0	obj
anla	anlamaya	8	Perf	0	obj
anla	anlamasalar	11	Perf	0	advmod_advmod:emph
anla	anlamaları	10	Perf	0	obj_obl
anla	anlamadım	9	Perf	0	obj
anla	anlayıp	7	Perf	0	obj
anla	anlayamadığını	14	Perf	0	nsubj_obj
anla	anladı	6	Perf	0	obj_obl
anla	anlamıştı	9	Perf	0	obj
anla	anlamak	7	Perf	0	obj
anla	anladılar	9	Perf	0	nsubj_obj
anla	anlamadığım	11	Perf	0	advmod_obj
anla	anlayamamıştım	14	Perf	0	obj_obl
anla	anladılar	9	Perf	0	nsubj_obj
anla	anlayamadım	11	Perf	0	advmod_obj
anla	anladım	7	Perf	0	obl
anla	anladım	7	Perf	0	obj
anla	anlatmıştı	10	Perf	0	nsubj_obj_obl
anla	anlayamadığı	12	Perf	0	nsubj
anla	anlayamadığım	13	Perf	0	obj
anla	anlamak	7	Perf	0	obj
anla	anlamakla	9	Perf	0	obj
anla	anlayacaklarından	17	Perf	0	obj
anla	anlamadım	9	Perf	0	obj
anla	anlayamamıştım	14	Perf	0	advmod_obj
anla	anlamaya	8	Perf	0	obj
anla	anlayıp	7	Perf	0	obj
anla	anlayamıyor	11	Prog	1	aux:q_obj
anla	anlamıyordum	12	Prog	1	obj
anla	anlayabiliyor	13	Prog	1	aux:q_nsubj_obj
anla	anlıyor	7	Prog	1	obj
anla	anlıyorum	9	Prog	1	advmod_advmod:emph
anla	anlamıyorum	11	Prog	1	nsubj
anla	anlıyor	7	Prog	1	aux:q_obj
anla	anlamıyorsun	12	Prog	1	nsubj_obj
anla	anlıyorum	9	Prog	1	advmod_advmod_obj
anla	anlamıyorlarmış	15	Prog	1	advmod
anla	anlamıyoruz	11	Prog	1	obj_obl
anlat	anlatırken	10	Imp	1	obj_obl
anlat	anlatırdı	9	Imp	1	obj_obl
anlat	anlatır	7	Imp	1	nsubj_obj_obl
anlat	anlatacaktın	12	Perf	0	obj
anlat	anlatmaya	9	Perf	0	obj_obl
anlat	anlattığın	10	Perf	0	obj
anlat	anlattık	8	Perf	0	obj
anlat	anlatmaktan	11	Perf	0	obj
anlat	anlatmak	8	Perf	0	obj
anlat	anlattın	8	Perf	0	nsubj_obj_obl
anlat	anlatıldığı	11	Perf	0	nmod:poss
anlat	anlatan	7	Perf	0	obj
anlat	anlatacağım	11	Perf	0	nsubj
anlat	anlatmayacaktım	15	Perf	0	obj
anlat	anlatmakla	10	Perf	0	advmod
anlat	anlattın	8	Perf	0	obj_obl
anlat	anlattı	7	Perf	0	advmod_obj_obl
anlat	anlatıp	7	Perf	0	obj
anlat	anlatacaklarım	14	Perf	0	obl
anlat	anlatayım	9	Perf	0	obj
anlat	anlattıkları	12	Perf	0	nmod:poss
anlat	anlatsın	8	Perf	0	nsubj_obj
anlat	anlatmak	8	Perf	0	obj
anlat	anlattılar	10	Perf	0	nsubj_obj
anlat	anlattın	8	Perf	0	obj_obl_obl
anlat	anlattım	8	Perf	0	advmod:emph_obj_obl
anlat	anlatan	7	Perf	0	obj
anlat	anlatmalıyım	12	Perf	0	advmod
anlat	anlattım	8	Perf	0	obj
anlat	anlatmak	8	Perf	0	obj_obl
anlat	anlatacağımı	12	Perf	0	advmod
anlat	anlat	5	Perf	0	advmod
anlat	anlattı	7	Perf	0	advmod_nsubj_obj
anlat	anlatmaya	9	Perf	0	obj
anlat	anlatıp	7	Perf	0	obj_obl
anlat	anlatacağım	11	Perf	0	advmod_obl
anlat	anlatmaya	9	Perf	0	obj
anlat	anlatılmaya	11	Perf	0	obl
anlat	anlatmış	8	Perf	0	advmod_nsubj_obl
anlat	anlattım	8	Perf	0	aux:q_obj
anlat	anlatmayıp	10	Perf	0	advmod:emph
anlat	anlatacaktım	12	Perf	0	obj_obl_obl
anlat	anlatan	7	Perf	0	obj
anlat	anlatacağımı	12	Perf	0	advmod_obj
anlat	anlatamadım	11	Perf	0	obj
anlat	anlattın	8	Perf	0	obl
anlat	anlatmam	8	Perf	0	obj_obl
anlat	anlatayım	9	Perf	0	advmod
anlat	anlat	5	Perf	0	nsubj_obj
anlat	anlattıklarına	14	Perf	0	nmod:poss
anlat	anlatamadan	11	Perf	0	obj
anlat	anlattım	8	Perf	0	obj_obl
anlat	anlatmalıydım	13	Perf	0	obj
anlat	anlattı	7	Perf	0	obj
anlat	anlatamadım	11	Perf	0	obj
anlat	anlatsam	8	Perf	0	advmod
anlat	anlattığına	11	Perf	0	nmod:poss
anlat	anlatmış	8	Perf	0	obl
anlat	anlattığım	10	Perf	0	obl
anlat	anlatmam	8	Perf	0	obj_obl
anlat	anlattın	8	Perf	0	nsubj_obj
anlat	anlatacağım	11	Perf	0	advmod_obj
anlat	anlatmaya	9	Perf	0	obj
anlat	anlatacağımı	12	Perf	0	advmod_obj
anlat	anlatmaya	9	Perf	0	obj
anlat	anlattım	8	Perf	0	nsubj_obj_obl_obl
anlat	anlatalım	9	Perf	0	obj_obl
anlat	anlatmışsın	11	Perf	0	nsubj
anlat	anlattı	7	Perf	0	nsubj_obj_obl
anlat	anlatamayacağım	15	Perf	0	obj
anlat	anlattıklarımda	15	Perf	0	advmod:emph_nmod:poss
anlat	anlattım	8	Perf	0	obj
anlat	anlattıklarını	14	Perf	0	nmod:poss
anlat	anlattım	8	Perf	0	nsubj
anlat	anlatsam	8	Perf	0	advmod_obj_obj
anlat	anlattı	7	Perf	0	nsubj_obj_obl_obl
anlat	anlattın	8	Perf	0	nsubj_obj
anlat	anlatamayacağı	14	Perf	0	nmod:poss
anlat	anlattın	8	Perf	0	obj
anlat	anlatayım	9	Perf	0	nsubj
anlat	anlatamayacağım	15	Perf	0	obj_obl
anlat	anlatacağıma	12	Perf	0	obj_obl
anlat	anlatacaklarım	14	Perf	0	obl
anlat	anlatıyordu	11	Prog	1	nsubj_obj_obl
anlat	anlatıyorlardı	14	Prog	1	advmod_nsubj_obj
anlat	anlatıyoruz	11	Prog	1	obl
anlat	anlatıyor	9	Prog	1	obj_obj
anlat	anlatamıyorum	13	Prog	1	advmod_obj
anlat	anlatıyor	9	Prog	1	nsubj_obj_obl
anlat	anlatıyordum	12	Prog	1	obj_obl
anlat	anlatıyormuş	12	Prog	1	nsubj_obj_obl
anlat	anlatamıyorsunuz	16	Prog	1	obj_obl
anlat	anlatıyor	9	Prog	1	nsubj
ara	ararken	7	Imp	1	obj_obl
ara	arardı	6	Imp	1	advmod_obj_obl
ara	aratır	6	Imp	1	obj_obl
ara	aradı	5	Perf	0	nsubj_obj_obl
ara	aramıştım	9	Perf	0	obj
ara	aradım	6	Perf	0	obj
ara	aramaya	7	Perf	0	obj_obl
ara	aramak	6	Perf	0	obj
ara	arayarak	8	Perf	0	obj
ara	arayıp	6	Perf	0	obj
ara	arayan	6	Perf	0	nsubj_obj
ara	arayarak	8	Perf	0	nsubj_obl
ara	aradı	5	Perf	0	obj_obl
ara	aradı	5	Perf	0	nsubj_obj
ara	aramış	6	Perf	0	obl
ara	aramaya	7	Perf	0	obj
ara	arayan	6	Perf	0	obj
ara	aradılar	8	Perf	0	advmod
ara	aramasaydı	10	Perf	0	advmod_nsubj_obj_obl
ara	aradığını	9	Perf	0	nmod:poss_obj_obl
ara	arayacak	8	Perf	0	obj
ara	arayan	6	Perf	0	obj
ara	arıyor	6	Prog	1	advmod_nsubj_obj_obl
ara	arıyor	6	Prog	1	nsubj_obj
ara	arıyordu	8	Prog	1	obj
ara	aranıyor	8	Prog	1	nsubj_obl
ara	arıyor	6	Prog	1	nsubj_obj_obl
ara	arıyor	6	Prog	1	obj
araştır	araştırırlar	12	Imp	1	obj
araştır	araştırmadan	12	Perf	0	advmod
araştır	araştırılmasına	15	Perf	0	nmod:poss
araştır	araştırmaları	13	Perf	0	obl
araştır	araştırdım	10	Perf	0	obj
at	atarlarsa	9	Imp	1	obj_obl_obl
at	atarsınız	9	Imp	1	advmod_obj_obl
at	attı	4	Perf	0	obj_obl
at	atılarak	8	Perf	0	advmod_advmod_obj_obl_obl
at	attı	4	Perf	0	nsubj_obj
at	attı	4	Perf	0	obj_obl
at	atıp	4	Perf	0	obj
at	at	2	Perf	0	obl
at	atmıştı	7	Perf	0	obj_obl
at	atıp	4	Perf	0	obj_obl
at	atıldı	6	Perf	0	nsubj_obl
at	attığı	6	Perf	0	obl
at	atmıştı	7	Perf	0	nsubj_obj_obl
at	atmamıştı	9	Perf	0	advmod_nsubj_obl
at	atılıp	6	Perf	0	obl_obl
at	atıp	4	Perf	0	obj_obl
at	atıldı	6	Perf	0	nsubj_obl
atla	atlarlarken	11	Imp	1	obl
atla	atlayıp	7	Perf	0	obl
atla	atladı	6	Perf	0	advmod
atla	atlatamadı	10	Perf	0	nsubj_obj
atla	atlatılacağı	12	Perf	0	nmod:poss
atla	atlamak	7	Perf	0	advmod_obl
atla	atladılar	9	Perf	0	nsubj
atla	atlamıştır	10	Perf	0	obj
atla	atlatılabiliyor	15	Prog	1	nsubj_obl
ayrıl	ayrılırdı	9	Imp	1	obl_obl_obl
ayrıl	ayrılırım	9	Imp	1	advmod_nsubj
ayrıl	ayrılıp	7	Perf	0	obl
ayrıl	ayrıldık	8	Perf	0	obl_obl
ayrıl	ayrıldığını	11	Perf	0	obj
ayrıl	ayrıldığı	9	Perf	0	obl
ayrıl	ayrıldı	7	Perf	0	obj
ayrıl	ayrılacağından	14	Perf	0	obl
ayrıl	ayrılan	7	Perf	0	obl
ayrıl	ayrılmadan	10	Perf	0	obl
ayrıl	ayrıldı	7	Perf	0	obl
ayrıl	ayrılmış	8	Perf	0	obl_obl
ayrıl	ayrılıyor	9	Prog	1	advmod_nsubj_obl_obl
ayrıl	ayrılıyorum	11	Prog	1	advmod_obl
ayır	ayırmazdı	9	Imp	1	nsubj_obj_obl
ayır	ayırabiliriz	12	Imp	1	obl
ayır	ayırmazlar	10	Imp	1	advmod_obj_obl
ayır	ayırdığı	8	Perf	0	nmod:poss_obj_obl
ayır	ayırmayın	9	Perf	0	nsubj_obl
ayır	ayırmadı	8	Perf	0	advmod_nsubj_obj
ayır	ayıran	6	Perf	0	obj
ayır	ayırdıklarını	13	Perf	0	obj
ayır	ayırdığı	8	Perf	0	obj_obl
ayır	ayıran	6	Perf	0	obj_obl
ayır	ayıran	6	Perf	0	advmod_obj_obl_obl
ayır	ayırmak	7	Perf	0	obj
ayır	ayırıyor	8	Prog	1	nsubj_nsubj_obj
ayır	ayırıyorum	10	Prog	1	obj_obl
ayır	ayırıyor	8	Prog	1	nsubj_obj_obl_obl_obl
azal	azalır	6	Imp	1	nsubj
azal	azaltıp	7	Perf	0	obj
azal	azaltmak	8	Perf	0	obj
azal	azaltma	7	Perf	0	obj
azal	azaltmıştım	11	Perf	0	advmod_obj
azal	azalmış	7	Perf	0	nsubj
azal	azaltmanın	10	Perf	0	obj
azal	azalmasına	10	Perf	0	nmod:poss
azal	azaltmıştı	10	Perf	0	obj
azal	azaltıyordu	11	Prog	1	nsubj_obj
aç	açarlar	7	Imp	1	nsubj_obj_obl
aç	açılır	6	Imp	1	advmod_advmod
aç	açılır	6	Imp	1	obl
aç	açılmış	7	Perf	0	nsubj
aç	açıp	4	Perf	0	obj
aç	açılacak	8	Perf	0	advmod_obj
aç	açmanın	7	Perf	0	obj
aç	açtık	5	Perf	0	obj
aç	açarak	6	Perf	0	obj
aç	açıp	4	Perf	0	obj_obl
aç	açılmamak	9	Perf	0	obl
aç	açılacak	8	Perf	0	advmod_advmod_nsubj
aç	açılmıştı	9	Perf	0	nsubj
aç	açmıştır	8	Perf	0	obj
aç	açtı	4	Perf	0	obj
aç	açıldığını	10	Perf	0	obj
aç	açan	4	Perf	0	obj
aç	açılmıştı	9	Perf	0	obl
aç	açılan	6	Perf	0	obl
aç	açıldı	6	Perf	0	nsubj
aç	açan	4	Perf	0	obj
aç	açan	4	Perf	0	obj
aç	açtı	4	Perf	0	advmod_nsubj_obj_obl_obl
aç	açayım	6	Perf	0	advmod_aux:q_nsubj_obj
aç	açtım	5	Perf	0	obj_obl
aç	açılmış	7	Perf	0	obl
aç	açıldığı	8	Perf	0	nmod:poss
aç	açmak	5	Perf	0	obj
aç	açan	4	Perf	0	obj_obl
aç	açılması	8	Perf	0	obl
aç	açılmış	7	Perf	0	nsubj_obl
aç	açacak	6	Perf	0	nsubj_obj
aç	açarak	6	Perf	0	obj
aç	açın	4	Perf	0	obj
aç	açılıp	6	Perf	0	nsubj
aç	açtığının	9	Perf	0	nmod:poss_nmod:poss_obl
aç	açılmaması	10	Perf	0	nmod:poss
aç	açılma	6	Perf	0	advmod
aç	açamadım	8	Perf	0	advmod_obj_obl
aç	açılınca	8	Perf	0	nsubj
aç	açtı	4	Perf	0	obj
aç	aç	2	Perf	0	obj
aç	açtım	5	Perf	0	obj_obl_obl
aç	açıldı	6	Perf	0	nsubj_obl
aç	açma	4	Perf	0	advmod_obj_obl
aç	açılınca	8	Perf	0	obj_obl
aç	açılacak	8	Perf	0	nsubj
aç	açılınca	8	Perf	0	nsubj_obl
aç	açılmıştı	9	Perf	0	obl
aç	açılıyor	8	Prog	1	obj_obl_obl_obl
aç	açılıyor	8	Prog	1	advmod:emph_nsubj
aç	açılıyorum	10	Prog	1	obl
aç	açmıyorum	9	Prog	1	advmod_obj
ağla	ağladı	6	Perf	0	nsubj
ağla	ağladım	7	Perf	0	nsubj
ağla	ağladım	7	Perf	0	obl
ağla	ağlatınca	9	Perf	0	obj
ağla	ağla	4	Perf	0	nsubj
bak	bakmaz	6	Imp	1	obl_obl
bak	bakarsanız	10	Imp	1	obl
bak	bakardı	7	Imp	1	nsubj_obl_obl
bak	bakarken	8	Imp	1	obl
bak	bakabiliriz	11	Imp	1	obl_obl
bak	bakar	5	Imp	1	nsubj_obl
bak	bakamazsınız	12	Imp	1	obl
bak	bakarız	7	Imp	1	obl
bak	bakıldığında	12	Perf	0	obl
bak	baktı	5	Perf	0	nsubj
bak	baktım	6	Perf	0	advmod_obl
bak	bakalım	7	Perf	0	advmod_obl
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	baktıklarını	12	Perf	0	obl
bak	bakan	5	Perf	0	obl
bak	bakan	5	Perf	0	obl
bak	baktım	6	Perf	0	obl_obl
bak	bakma	5	Perf	0	obl
bak	bakınca	7	Perf	0	obl
bak	bak	3	Perf	0	obl
bak	baktım	6	Perf	0	obl_obl
bak	bakan	5	Perf	0	obl_obl
bak	baktım	6	Perf	0	advmod
bak	bakıldığında	12	Perf	0	obl
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	baktığımızda	12	Perf	0	obl
bak	baktı	5	Perf	0	nsubj
bak	bakmalarını	11	Perf	0	obl
bak	baktı	5	Perf	0	obl
bak	bakmıştı	8	Perf	0	obl
bak	bakmadın	8	Perf	0	nsubj_obl
bak	baktı	5	Perf	0	obl
bak	baktı	5	Perf	0	nsubj_obl
bak	bakınca	7	Perf	0	obl
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	bakmış	6	Perf	0	nsubj
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	bakmıştım	9	Perf	0	obl_obl
bak	baksın	6	Perf	0	advmod_nsubj_obl
bak	bakarak	7	Perf	0	nsubj_obl_obl_obl
bak	bakıldığında	12	Perf	0	obl
bak	bakmak	6	Perf	0	obl_obl
bak	baktı	5	Perf	0	obl
bak	bakıp	5	Perf	0	obl
bak	bakınız	7	Perf	0	obl
bak	baktığımda	10	Perf	0	nsubj
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	bakalım	7	Perf	0	advmod
bak	baktı	5	Perf	0	obl
bak	baktılar	8	Perf	0	nsubj_obl
bak	baktı	5	Perf	0	nsubj_obl
bak	baksam	6	Perf	0	obl
bak	bakan	5	Perf	0	obl
bak	bakın	5	Perf	0	advmod_obl
bak	bakmaya	7	Perf	0	advmod:emph
bak	bak	3	Perf	0	obj
bak	baktı	5	Perf	0	nsubj
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	bakacaksın	10	Perf	0	advmod_nsubj_obl
bak	bakmayınca	10	Perf	0	obl
bak	bakacaklarını	13	Perf	0	obl
bak	baktı	5	Perf	0	obl_obl
bak	bakan	5	Perf	0	obl
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	baktı	5	Perf	0	obl_obl
bak	bakıla	6	Perf	0	compound:redup
bak	baktı	5	Perf	0	obl
bak	baktı	5	Perf	0	obl_obl
bak	bakmak	6	Perf	0	obl
bak	bakarak	7	Perf	0	obl
bak	bakan	5	Perf	0	obl_obl
bak	bakın	5	Perf	0	obl_obl
bak	bakın	5	Perf	0	advmod
bak	bakıp	5	Perf	0	obl
bak	bakmış	6	Perf	0	nsubj
bak	bakarak	7	Perf	0	obl
bak	bakacağım	9	Perf	0	nsubj_obj_obl
bak	bakmayı	7	Perf	0	obl_obl
bak	bakın	5	Perf	0	obl
bak	bakıp	5	Perf	0	obl
bak	baktı	5	Perf	0	nsubj_obl_obl
bak	baktım	6	Perf	0	obl
bak	bakıyorduk	10	Prog	1	nsubj_obl
bak	bakıyorum	9	Prog	1	advmod:emph_obl
bak	bakıyorlardı	12	Prog	1	obl
bak	bakıyorlar	10	Prog	1	obl
bak	bakıyordu	9	Prog	1	advmod_nsubj_obl
bak	bakıyorlardı	12	Prog	1	nsubj_obl
bak	bakıyordu	9	Prog	1	nsubj_obl
bak	bakıyordu	9	Prog	1	obl_obl
bak	bakıyordum	10	Prog	1	obl
bak	bakıyordu	9	Prog	1	obl
bak	bakıyor	7	Prog	1	advmod_nsubj_obl_obl_obl
bak	bakıyordu	9	Prog	1	nsubj_obl
bak	bakıyor	7	Prog	1	nsubj
bak	bakıyordum	10	Prog	1	obl
bak	bakıyor	7	Prog	1	obl
bak	bakmıyordu	10	Prog	1	advmod_obl
bak	bakıyordu	9	Prog	1	advmod_obl
bak	bakıyordum	10	Prog	1	obl
bak	bakıyormuş	10	Prog	1	advmod_advmod:emph_nsubj
bak	bakıyordu	9	Prog	1	obl_obl
bağla	bağlar	6	Imp	1	obj_obl
bağla	bağlanmamış	11	Perf	0	nsubj
bağla	bağla	5	Perf	0	obj
bağla	bağlayan	8	Perf	0	obj_obl
bağla	bağlandıkça	11	Perf	0	advmod
bağla	bağlansa	8	Perf	0	nsubj_obl_obl
bağla	bağlanan	8	Perf	0	obl
bağla	bağlansa	8	Perf	0	nsubj_obl
bağla	bağlanarak	10	Perf	0	nsubj
bağla	bağlansın	9	Perf	0	obj_obl
bağla	bağlanabileceğini	17	Perf	0	nmod:poss_obl
bağla	bağlanan	8	Perf	0	obl
bağla	bağlamıştı	10	Perf	0	obj_obl
bağla	bağlanıyor	10	Prog	1	nsubj_obl
başla	başlardı	8	Imp	1	nsubj
başla	başlar	6	Imp	1	advmod_advmod
başla	başlarken	9	Imp	1	nsubj
başla	başlarsa	8	Imp	1	nsubj
başla	başlar	6	Imp	1	nsubj_obl
başla	başlarsınız	11	Imp	1	obl
başla	başlarlar	9	Imp	1	obl
başla	başlar	6	Imp	1	obj
başla	başlayabilir	12	Imp	1	advmod
başla	başlayan	8	Perf	0	obl
başla	başladı	7	Perf	0	nsubj
başla	başlaması	9	Perf	0	nmod:poss
başla	başlayan	8	Perf	0	obl
başla	başlamıştı	10	Perf	0	nsubj_obl
başla	başladı	7	Perf	0	obl
başla	başlamış	8	Perf	0	nsubj
başla	başlamışlardı	13	Perf	0	advmod_obl_obl
başla	başladılar	10	Perf	0	nsubj_obj
başla	başlamasına	11	Perf	0	advmod
başla	başlayacak	10	Perf	0	obl
başla	başladığımız	12	Perf	0	advmod_advmod
başla	başlayan	8	Perf	0	obl
başla	başlamış	8	Perf	0	obl
başla	başlayan	8	Perf	0	obl
başla	başlamak	8	Perf	0	obl_obl
başla	başladıktan	11	Perf	0	nsubj_obl
başla	başlamış	8	Perf	0	nsubj
başla	başlayan	8	Perf	0	obl
başla	başladı	7	Perf	0	obl
başla	başlattı	8	Perf	0	nsubj_obj
başla	başladı	7	Perf	0	nsubj_obl
başla	başladığını	11	Perf	0	nsubj
başla	başladı	7	Perf	0	nsubj
başla	başladı	7	Perf	0	advmod_nsubj
başla	başladık	8	Perf	0	nsubj
başla	başlayacak	10	Perf	0	nsubj
başla	başlayalım	10	Perf	0	obl
başla	başladı	7	Perf	0	advmod_nsubj
başla	başlamış	8	Perf	0	obl
başla	başlamışlardı	13	Perf	0	nsubj
başla	başlayarak	10	Perf	0	obl_obl
başla	başlatıldığını	14	Perf	0	nsubj_obl
başla	başlamış	8	Perf	0	advmod:emph_obj
başla	başladı	7	Perf	0	obj_obl
başla	başladı	7	Perf	0	advmod_nsubj
başla	başlattı	8	Perf	0	nsubj_obj
başla	başladım	8	Perf	0	obl
başla	başlayacağını	13	Perf	0	nsubj
başla	başladım	8	Perf	0	advmod_obl
başla	başlayan	8	Perf	0	obl_obl
başla	başlamıştı	10	Perf	0	nsubj
başla	başlayacağımı	13	Perf	0	advmod
başla	başladı	7	Perf	0	nsubj
başla	başlamış	8	Perf	0	advmod:emph_obl
başla	başladı	7	Perf	0	nsubj_obl
başla	başladı	7	Perf	0	nsubj
başla	başlamıştır	11	Perf	0	nsubj
başla	başlayacak	10	Perf	0	nsubj_obl
başla	başlayan	8	Perf	0	obl
başla	başladım	8	Perf	0	advmod
başla	başladım	8	Perf	0	nsubj
başla	başladı	7	Perf	0	nsubj
başla	başlamıştı	10	Perf	0	nsubj_obl
başla	başladı	7	Perf	0	nsubj
başla	başlatılacak	12	Perf	0	obj_obl
başla	başladığı	9	Perf	0	nsubj_obj
başla	başlayacaktır	13	Perf	0	nsubj_obj_obl_obl
başla	başlamalı	9	Perf	0	obl
başla	başladım	8	Perf	0	obl_obl
